Timestamp,Color,Facultad
2024-11-13 17:36:27,Azul Muy Claro,Facultad de Medicina
2024-11-13 17:36:27,Cian,Facultad de Ingenieria
2024-11-13 17:36:32,Cian,Facultad de Ingenieria
2024-11-13 17:36:37,Cian,Facultad de Ingenieria
2024-11-13 17:36:43,Cian,Facultad de Ingenieria
2024-11-13 17:36:50,Azul Muy Claro,Facultad de Medicina
2024-11-13 17:37:21,Azul Muy Claro,Facultad de Medicina
2024-11-13 17:37:38,Cian,Facultad de Ingenieria
2024-11-13 17:37:41,Azul Claro,Facultad de Ingenieria
2024-11-13 17:37:46,Cian,Facultad de Ingenieria
2024-11-13 17:37:51,Azul Muy Claro,Facultad de Medicina
2024-11-13 17:38:03,Azul Muy Claro,Facultad de Medicina
2024-11-13 17:38:19,Cian,Facultad de Ingenieria
2024-11-13 17:38:24,Cian,Facultad de Ingenieria
2024-11-13 17:38:26,Azul Muy Claro,Facultad de Medicina
2024-11-13 17:35:22,Cian,Facultad de Ingenieria
2024-11-13 17:35:30,Cian,Facultad de Ingenieria
2024-11-13 17:36:21,Cian,Facultad de Ingenieria
2024-11-13 17:36:27,Azul Muy Claro,Facultad de Medicina
2024-11-13 17:36:27,Cian,Facultad de Ingenieria
2024-11-13 17:36:32,Cian,Facultad de Ingenieria
2024-11-13 17:36:37,Cian,Facultad de Ingenieria
2024-11-13 17:36:43,Cian,Facultad de Ingenieria
2024-11-13 17:36:50,Azul Muy Claro,Facultad de Medicina
2024-11-13 17:37:21,Azul Muy Claro,Facultad de Medicina
2024-11-13 17:37:38,Cian,Facultad de Ingenieria
2024-11-13 17:37:41,Azul Claro,Facultad de Ingenieria
2024-11-13 17:37:46,Cian,Facultad de Ingenieria
2024-11-13 17:37:51,Azul Muy Claro,Facultad de Medicina
2024-11-13 17:38:03,Azul Muy Claro,Facultad de Medicina
2024-11-13 17:38:19,Cian,Facultad de Ingenieria
2024-11-13 17:38:24,Cian,Facultad de Ingenieria
2024-11-13 17:38:26,Azul Muy Claro,Facultad de Medicina
2024-11-13 17:38:33,Azul Muy Claro,Facultad de Medicina
2024-11-13 17:35:22,Cian,Facultad de Ingenieria
2024-11-13 17:35:30,Cian,Facultad de Ingenieria
2024-11-13 17:36:21,Cian,Facultad de Ingenieria
2024-11-13 17:36:27,Azul Muy Claro,Facultad de Medicina
2024-11-13 17:36:27,Cian,Facultad de Ingenieria
2024-11-13 17:36:32,Cian,Facultad de Ingenieria
2024-11-13 17:36:37,Cian,Facultad de Ingenieria
2024-11-13 17:36:43,Cian,Facultad de Ingenieria
2024-11-13 17:36:50,Azul Muy Claro,Facultad de Medicina
2024-11-13 17:37:21,Azul Muy Claro,Facultad de Medicina
2024-11-13 17:37:38,Cian,Facultad de Ingenieria
2024-11-13 17:37:41,Azul Claro,Facultad de Ingenieria
2024-11-13 17:37:46,Cian,Facultad de Ingenieria
2024-11-13 17:37:51,Azul Muy Claro,Facultad de Medicina
2024-11-13 17:38:03,Azul Muy Claro,Facultad de Medicina
2024-11-13 17:38:19,Cian,Facultad de Ingenieria
2024-11-13 17:38:24,Cian,Facultad de Ingenieria
2024-11-13 17:38:26,Azul Muy Claro,Facultad de Medicina
2024-11-13 17:38:33,Azul Muy Claro,Facultad de Medicina
2024-11-13 17:38:38,Azul Muy Claro,Facultad de Medicina
2024-11-13 22:51:05,Cian,Facultad de Ingenieria
2024-11-13 22:51:05,Cian,Facultad de Ingenieria
2024-11-13 22:51:05,Azul Muy Claro,Facultad de Medicina
2024-11-13 23:23:19,Azul Muy Claro,Facultad de Medicina
2024-11-13 23:39:28,Marrón Dorado,Facultad de Ciencias contables
2024-11-13 23:56:24,Cian,Facultad de Ingenieria
2024-11-15 16:34:51,Azul Muy Claro,Facultad de Medicina
2024-11-15 16:34:51,Azul Muy Claro,Facultad de Medicina
2024-11-15 16:36:02,Azul Muy Claro,Facultad de Medicina
2024-11-15 16:34:51,Azul Muy Claro,Facultad de Medicina
2024-11-15 16:36:02,Azul Muy Claro,Facultad de Medicina
2024-11-15 16:36:26,Azul Muy Claro,Facultad de Medicina
2024-11-15 16:34:51,Azul Muy Claro,Facultad de Medicina
2024-11-15 16:36:02,Azul Muy Claro,Facultad de Medicina
2024-11-15 16:36:26,Azul Muy Claro,Facultad de Medicina
2024-11-15 16:36:54,Azul Muy Claro,Facultad de Medicina
2024-11-15 16:34:51,Azul Muy Claro,Facultad de Medicina
2024-11-15 16:36:02,Azul Muy Claro,Facultad de Medicina
2024-11-15 16:36:26,Azul Muy Claro,Facultad de Medicina
2024-11-15 16:36:54,Azul Muy Claro,Facultad de Medicina
2024-11-15 16:39:12,Azul Muy Claro,Facultad de Medicina
2024-11-15 16:34:51,Azul Muy Claro,Facultad de Medicina
2024-11-15 16:36:02,Azul Muy Claro,Facultad de Medicina
2024-11-15 16:36:26,Azul Muy Claro,Facultad de Medicina
2024-11-15 16:36:54,Azul Muy Claro,Facultad de Medicina
2024-11-15 16:39:12,Azul Muy Claro,Facultad de Medicina
2024-11-15 16:40:04,Azul Muy Claro,Facultad de Medicina
2024-11-15 16:34:51,Azul Muy Claro,Facultad de Medicina
2024-11-15 16:36:02,Azul Muy Claro,Facultad de Medicina
2024-11-15 16:36:26,Azul Muy Claro,Facultad de Medicina
2024-11-15 16:36:54,Azul Muy Claro,Facultad de Medicina
2024-11-15 16:39:12,Azul Muy Claro,Facultad de Medicina
2024-11-15 16:40:04,Azul Muy Claro,Facultad de Medicina
2024-11-15 16:40:29,Azul Muy Claro,Facultad de Medicina
2024-11-15 16:34:51,Azul Muy Claro,Facultad de Medicina
2024-11-15 16:36:02,Azul Muy Claro,Facultad de Medicina
2024-11-15 16:36:26,Azul Muy Claro,Facultad de Medicina
2024-11-15 16:36:54,Azul Muy Claro,Facultad de Medicina
2024-11-15 16:39:12,Azul Muy Claro,Facultad de Medicina
2024-11-15 16:40:04,Azul Muy Claro,Facultad de Medicina
2024-11-15 16:40:29,Azul Muy Claro,Facultad de Medicina
2024-11-15 16:41:13,Azul Muy Claro,Facultad de Medicina
2024-11-15 16:34:51,Azul Muy Claro,Facultad de Medicina
2024-11-15 16:36:02,Azul Muy Claro,Facultad de Medicina
2024-11-15 16:36:26,Azul Muy Claro,Facultad de Medicina
2024-11-15 16:36:54,Azul Muy Claro,Facultad de Medicina
2024-11-15 16:39:12,Azul Muy Claro,Facultad de Medicina
2024-11-15 16:40:04,Azul Muy Claro,Facultad de Medicina
2024-11-15 16:40:29,Azul Muy Claro,Facultad de Medicina
2024-11-15 16:41:13,Azul Muy Claro,Facultad de Medicina
2024-11-15 16:41:18,Azul Muy Claro,Facultad de Medicina
2024-11-15 16:34:51,Azul Muy Claro,Facultad de Medicina
2024-11-15 16:36:02,Azul Muy Claro,Facultad de Medicina
2024-11-15 16:36:26,Azul Muy Claro,Facultad de Medicina
2024-11-15 16:36:54,Azul Muy Claro,Facultad de Medicina
2024-11-15 16:39:12,Azul Muy Claro,Facultad de Medicina
2024-11-15 16:40:04,Azul Muy Claro,Facultad de Medicina
2024-11-15 16:40:29,Azul Muy Claro,Facultad de Medicina
2024-11-15 16:41:13,Azul Muy Claro,Facultad de Medicina
2024-11-15 16:41:18,Azul Muy Claro,Facultad de Medicina
2024-11-15 16:41:23,Azul Muy Claro,Facultad de Medicina
2024-11-15 16:46:13,Azul Muy Claro,Facultad de Medicina
2024-11-15 16:54:26,Azul Muy Claro,Facultad de Medicina
2024-11-15 16:57:25,Azul Muy Claro,Facultad de Medicina
2024-11-15 16:59:19,Azul Muy Claro,Facultad de Medicina
2024-11-15 17:00:23,Azul Muy Claro,Facultad de Medicina
2024-11-15 17:00:23,Azul Muy Claro,Facultad de Medicina
2024-11-15 17:03:49,Azul Muy Claro,Facultad de Medicina
